1,100.0
2,100.90116
3,105.88994
4,109.88405
5,109.751434
6,107.88589
7,116.54766
8,114.823906
9,108.84618
10,111.42174
11,110.97196
12,115.88884
13,114.88953
14,119.06722
15,114.39676
16,108.2266
17,107.39485
18,109.11443
19,109.407845
20,102.94955
21,102.15893
22,102.951065
23,102.53917
24,104.56585
25,118.60435
26,110.91341
27,113.77588
28,120.242455
29,119.06663
30,130.15997
31,125.976715
32,119.49405
33,126.40711
34,120.9271
35,125.031334
36,120.23696
37,119.87391
38,117.47418
39,122.25541
40,119.956955
41,119.57107
42,114.19101
43,115.9394
44,115.25514
45,116.688995
46,126.914215
47,123.58618
48,112.32866
49,110.42774
50,106.17846
51,102.99239
52,106.418594
53,106.90728
54,105.5602
55,106.07802
56,109.06884
57,112.08954
58,105.18441
59,96.41768
60,102.42069
61,106.89539
62,107.46857
63,107.36538
64,112.99731
65,116.223305
66,124.411285
67,126.90595
68,127.72182
69,134.32481
70,133.91516
71,135.23918
72,140.24213
73,140.17294
74,137.27884
75,139.97649
76,141.85315
77,148.7454
78,142.53163
79,142.37944
80,143.56401
81,144.11249
82,148.96452
83,147.32176
84,149.0214
85,147.64294
86,138.14099
87,145.42601
88,148.85045
89,148.57323
90,148.91147
91,149.32004
92,148.48792
93,145.60284
94,150.26602
95,150.1862
96,146.86993
97,155.22769
98,157.51218
99,156.45338
100,152.715
101,151.9534
102,148.01825
103,149.1396
104,146.7954
105,146.11409
106,147.60529
107,145.07698
108,150.79889
109,158.59991
110,160.21594
111,164.17041
112,181.29335
113,184.03
114,193.14767
115,186.93378
116,179.22964
117,181.37956
118,182.01123
119,177.82654
120,171.44409
121,172.83212
122,175.13304
123,160.71005
124,167.34799
125,171.6968
126,170.816
127,166.17297
128,162.25894
129,160.1368
130,162.90121
131,161.1561
132,158.43985
133,154.50244
134,149.19775
135,150.53337
136,153.9471
137,149.75865
138,155.4705
139,159.1153
140,161.66696
141,169.0532
142,174.63617
143,171.40996
144,176.91563
145,175.22058
146,175.95238
147,177.26422
148,180.84045
149,172.6955
150,165.02582
151,166.81572
152,168.96288
153,164.98022
154,165.2319
155,161.66078
156,155.35808
157,150.61667
158,146.55966
159,153.9838
160,146.53688
161,152.49246
162,141.25523
163,152.74223
164,148.30821
165,143.46649
166,145.95927
167,142.32243
168,150.01944
169,142.68153
170,134.5604
171,132.59587
172,139.95369
173,142.22868
174,141.83638
175,141.1675
176,146.12604
177,141.45625
178,137.573
179,130.3947
180,131.93523
181,134.64644
182,132.23087
183,129.54297
184,126.48579
185,123.213264
186,123.1287
187,125.81659
188,130.1283
189,129.76514
190,134.03928
191,134.01013
192,130.88084
193,129.33228
194,128.15848
195,130.03958
196,132.58748
197,128.85756
198,124.74817
199,115.74434
200,112.22978
201,106.00015
202,107.84355
203,117.53919
204,118.57545
205,107.98024
206,108.7926
207,110.06535
208,105.24422
209,93.46977
210,102.69427
211,93.431046
212,94.17787
213,92.28922
214,87.34142
215,87.554
216,78.9323
217,81.102425
218,77.86902
219,70.951126
220,74.8046
221,72.12634
222,78.5334
223,83.9943
224,71.26433
225,69.50837
226,69.39723
227,68.824875
228,74.95329
229,78.234505
230,73.094696
231,70.428604
232,64.86444
233,64.05422
234,62.920017
235,60.191216
236,65.21302
237,73.9586
238,76.13502
239,88.33612
240,87.617
241,92.63288
242,94.16576
243,87.49366
244,79.67204
245,86.06106
246,90.9792
247,88.706375
248,88.860596
249,95.22494
250,87.890495
251,86.93191
252,92.522156
253,88.41373
254,84.92902
255,89.767944
256,84.21962
257,85.072716
258,80.1012
259,83.86883
260,83.008415
261,78.66718
262,80.48129
263,78.62467
264,85.42373
265,85.08195
266,81.09488
267,79.86229
268,74.77478
269,75.25171
270,78.2089
271,68.10343
272,59.45374
273,64.219406
274,60.531227
275,56.048878
276,59.090443
277,56.949993
278,57.373737
279,59.919106
280,56.72435
281,57.21447
282,60.964264
283,58.61926
284,58.88692
285,53.23199
286,56.889126
287,65.595184
288,59.035973
289,55.396217
290,49.720093
291,55.627563
292,57.973957
293,47.903557
294,49.71485
295,50.746788
296,49.538498
297,51.178535
298,40.0686
299,45.352688
300,41.09093
301,38.170937
302,47.056595
303,52.014397
304,54.356335
305,54.83622
306,61.80377
307,61.61135
308,64.10561
309,58.83581
310,53.675247
311,48.872345
312,52.479076
313,57.357918
314,54.654785
315,52.787674
316,50.31845
317,40.566456
318,32.079666
319,33.906406
320,32.475838
321,25.423351
322,34.68138
323,40.4242
324,42.5861
325,43.519047
326,43.63042
327,42.85138
328,45.483707
329,46.936836
330,50.796772
331,46.04359
332,43.489437
333,45.716812
334,45.011246
335,43.65634
336,49.789192
337,49.9118
338,53.78527
339,47.456604
340,46.45663
341,52.489437
342,50.35761
343,53.77577
344,45.750816
345,48.07533
346,47.247444
347,44.663536
348,47.600426
349,42.23784
350,44.52104
351,45.91985
352,48.425083
353,56.95977
354,49.682682
355,48.934483
356,53.64322
357,60.675053
358,68.31282
359,69.307945
360,77.57655
361,85.46019
362,94.13936
363,88.32904
364,91.868996
365,95.35648
366,87.961555
367,80.81303
368,81.01259
369,79.04351
370,70.62254
371,67.3116
372,70.463066
373,77.144646
374,79.85124
375,87.04149
376,91.46007
377,91.0087
378,88.38819
379,86.254654
380,89.00096
381,84.40893
382,95.297
383,98.11846
384,96.32157
385,96.27502
386,97.85645
387,94.88222
388,91.113335
389,95.52427
390,95.10644
391,94.73469
392,92.145035
393,91.16818
394,85.36096
395,89.42032
396,92.51374
397,79.8347
398,77.86449
399,78.73665
400,83.16433
401,92.56778
402,89.796715
403,90.910934
404,93.96859
405,98.44482
406,94.611694
407,101.86593
408,105.6619
409,115.68716
410,117.8902
411,112.18341
412,106.33274
413,110.31861
414,111.88422
415,118.02433
416,118.48441
417,119.4562
418,126.58319
419,120.78457
420,125.839195
421,125.365456
422,115.57737
423,114.39186
424,113.4919
425,108.92302
426,107.342224
427,106.20294
428,103.75996
429,105.661316
430,104.52301
431,104.24617
432,102.91337
433,95.162476
434,103.030914
435,105.81794
436,97.3451
437,95.03149
438,100.718704
439,109.543785
440,109.99102
441,111.61502
442,111.1627
443,116.477646
444,115.59089
445,115.48627
446,115.57441
447,119.90337
448,111.6401
449,111.29729
450,114.35165
451,111.24764
452,108.908646
453,113.92538
454,118.632545
455,115.869125
456,120.85894
457,115.15342
458,117.93945
459,110.915764
460,105.16846
461,101.993996
462,95.72868
463,92.57001
464,80.556015
465,75.46897
466,78.70888
467,84.57434
468,91.56041
469,99.196434
470,100.161354
471,102.17449
472,105.05684
473,98.956604
474,96.71143
475,95.582886
476,95.91705
477,98.56181
478,103.520615
479,96.50631
480,102.837296
481,92.70224
482,93.429886
483,91.747345
484,87.94363
485,86.976906
486,83.93189
487,81.273705
488,85.71922
489,84.66969
490,82.68217
491,83.46538
492,89.262276
493,92.28084
494,89.658455
495,92.719086
496,98.76651
497,96.02859
498,95.20153
499,99.68376
500,99.73185
501,97.575516
502,96.53278
503,91.348495
504,86.090126
505,74.07991
506,74.841545
507,73.91768
508,76.24742
509,69.67867
510,62.812164
511,60.73906
512,58.253117
513,59.9859
514,54.323067
515,61.847794
516,50.828037
517,48.93958
518,47.81615
519,48.036182
520,45.44387
521,38.820053
522,32.842506
523,35.608677
524,35.25406
525,36.628777
526,42.464737
527,42.23609
528,34.182373
529,38.85523
530,35.954613
531,29.27945
532,26.720022
533,20.247465
534,11.843751
